Date,Open,High,Low,Close,Adj Close,Volume
2020-08-05,149.100006,149.309998,147.800003,148.399994,144.592133,5467500
2020-08-06,148.399994,149.250000,146.500000,147.550003,143.763977,4837900
2020-08-07,147.509995,148.649994,147.149994,148.600006,144.787033,3635100
2020-08-10,148.860001,149.009995,147.720001,148.029999,144.231659,4096600
2020-08-11,149.139999,149.229996,146.369995,146.970001,143.198853,6388400
2020-08-12,147.539993,150.240005,147.490005,149.660004,145.819824,5257300
2020-08-13,148.539993,149.190002,147.529999,148.000000,144.202423,5155500
2020-08-14,147.610001,149.339996,147.580002,148.240005,144.436264,4240200
2020-08-17,148.320007,150.229996,148.229996,148.990005,145.167007,4306900
2020-08-18,149.259995,150.100006,148.570007,150.089996,146.238785,4322600
2020-08-19,149.580002,151.580002,149.320007,150.389999,146.531097,7816300
2020-08-20,149.750000,151.580002,149.550003,151.419998,147.534668,4874700
2020-08-21,151.779999,153.649994,150.589996,152.759995,148.840286,6722800
2020-08-24,152.740005,152.899994,150.350006,152.149994,149.232605,5387900
2020-08-25,152.779999,153.070007,151.539993,152.059998,149.144333,3863500
2020-08-26,151.860001,152.649994,150.639999,152.300003,149.379730,8008300
2020-08-27,152.419998,153.259995,151.889999,152.979996,150.046692,5575400
2020-08-28,152.740005,153.699997,151.899994,153.639999,150.694046,5395700
2020-08-31,153.000000,154.399994,152.259995,153.410004,150.468460,6362700
2020-09-01,153.869995,154.080002,150.070007,151.520004,148.614685,6307700
2020-09-02,150.789993,154.330002,149.250000,153.830002,150.880402,6881900
2020-09-03,154.830002,155.470001,148.300003,149.550003,146.682465,8672800
2020-09-04,150.169998,150.949997,147.130005,148.589996,145.740875,7200100
2020-09-08,150.250000,150.889999,146.899994,147.259995,144.436371,8756800
2020-09-09,148.149994,151.100006,148.119995,149.699997,146.829590,6960700
2020-09-10,149.250000,149.779999,146.520004,146.910004,144.093094,6191800
2020-09-11,147.050003,148.529999,146.630005,147.779999,144.946396,3934700
2020-09-14,148.119995,149.470001,148.009995,148.350006,145.505478,4375800
2020-09-15,149.449997,150.589996,148.520004,148.889999,146.035126,3658800
2020-09-16,149.389999,150.059998,148.350006,148.399994,145.554504,4323000
2020-09-17,148.039993,148.630005,146.050003,147.169998,144.348099,5461400
2020-09-18,146.509995,149.649994,146.199997,149.179993,146.319550,12174000
2020-09-21,147.580002,147.929993,142.960007,145.100006,142.317795,7574500
2020-09-22,144.690002,145.350006,143.720001,144.210007,141.444855,5295900
2020-09-23,147.479996,147.550003,144.380005,144.440002,141.670441,8784400
2020-09-24,144.559998,145.250000,143.339996,144.669998,141.896042,5614800
2020-09-25,144.000000,146.250000,143.889999,145.660004,142.867065,5531200
2020-09-28,146.729996,148.289993,146.419998,147.110001,144.289246,5843200
2020-09-29,147.600006,147.919998,146.059998,147.059998,144.240204,6768600
2020-09-30,147.449997,149.729996,146.839996,148.880005,146.025314,8487700
2020-10-01,149.309998,149.649994,146.460007,147.320007,144.495239,6457800
2020-10-02,146.210007,148.410004,145.830002,146.240005,143.435944,5485600
2020-10-05,147.000000,148.380005,146.419998,148.229996,145.387772,4992800
2020-10-06,148.279999,148.610001,145.869995,146.259995,143.455551,5118200
2020-10-07,146.490005,148.229996,145.809998,147.880005,145.044479,5603100
2020-10-08,148.500000,149.850006,148.039993,148.889999,146.035126,4413500
2020-10-09,149.649994,151.479996,149.449997,150.970001,148.075241,5054100
2020-10-12,151.600006,153.139999,151.020004,151.839996,148.928543,7273200
2020-10-13,149.000000,150.119995,147.770004,148.360001,145.515274,11057600
2020-10-14,148.820007,149.029999,147.389999,148.100006,145.260269,7706400
2020-10-15,147.479996,147.899994,146.330002,147.190002,144.367722,5978600
2020-10-16,147.600006,148.759995,147.009995,148.100006,145.260269,6097000
2020-10-19,148.529999,148.899994,144.130005,144.320007,141.552750,7250800
2020-10-20,144.660004,145.750000,144.119995,144.550003,141.778351,5325400
2020-10-21,144.119995,145.339996,143.910004,143.929993,141.170227,5221300
2020-10-22,144.160004,145.690002,143.839996,145.080002,142.298172,5279700
2020-10-23,145.880005,147.470001,144.350006,145.240005,142.455109,4154400
2020-10-26,144.429993,144.770004,142.750000,143.970001,141.209457,6929500
2020-10-27,143.740005,144.289993,142.919998,143.149994,140.405167,4890100
2020-10-28,141.429993,141.979996,138.179993,138.360001,135.707031,8426100
2020-10-29,138.000000,138.699997,136.050003,137.190002,134.559464,7205400
2020-10-30,136.679993,137.539993,133.649994,137.110001,134.480988,7364100
2020-11-02,138.979996,139.009995,137.490005,138.690002,136.030701,7088000
2020-11-03,140.020004,140.960007,137.779999,138.500000,135.844345,6363000
2020-11-04,139.490005,142.539993,138.699997,139.399994,136.727066,10263500
2020-11-05,140.550003,141.830002,139.259995,139.759995,137.080170,8016200
2020-11-06,140.399994,143.190002,139.649994,142.250000,139.522430,5942500
2020-11-09,148.429993,148.990005,144.919998,146.080002,143.279007,12351600
2020-11-10,147.250000,148.750000,146.259995,148.279999,145.436813,7386500
2020-11-11,149.169998,149.199997,146.860001,147.800003,144.966019,6382400
2020-11-12,147.610001,148.649994,146.750000,148.300003,145.456436,4710300
2020-11-13,149.089996,150.410004,148.410004,149.899994,147.025757,5893500
2020-11-16,150.919998,151.300003,149.800003,150.850006,147.957550,6266400
2020-11-17,150.000000,150.630005,149.119995,149.350006,146.486298,7297700
2020-11-18,148.869995,149.759995,147.369995,147.369995,144.544266,6661000
2020-11-19,147.300003,147.460007,145.589996,147.139999,144.318680,7987700
2020-11-20,147.050003,147.940002,146.130005,146.360001,143.553635,6354900
2020-11-23,146.009995,146.009995,143.039993,143.869995,142.091919,7318300
2020-11-24,144.000000,144.759995,143.610001,143.869995,142.091919,11034800
2020-11-25,144.059998,144.169998,142.860001,143.679993,141.904266,7594600
2020-11-27,144.500000,144.660004,143.220001,144.000000,142.220306,3059000
2020-11-30,144.229996,144.860001,143.059998,144.679993,142.891907,15663200
2020-12-01,146.289993,149.130005,145.860001,147.449997,145.627670,9738200
2020-12-02,147.850006,149.710007,147.699997,148.139999,146.309158,7745500
2020-12-03,148.039993,149.580002,147.690002,149.000000,147.158508,7310500
2020-12-04,149.789993,150.309998,149.270004,150.270004,148.412827,6747100
2020-12-07,149.350006,149.910004,148.509995,148.970001,147.128906,6634700
2020-12-08,150.000000,152.139999,149.550003,151.550003,149.677002,8339800
2020-12-09,152.830002,153.500000,151.759995,153.100006,151.207855,8440100
2020-12-10,152.820007,152.979996,151.679993,152.250000,150.368362,7392900
2020-12-11,151.529999,153.410004,151.229996,152.949997,151.059692,5977400
2020-12-14,153.250000,153.479996,148.990005,149.070007,147.227661,8547300
2020-12-15,150.000000,150.750000,149.529999,150.570007,148.709122,7612600
2020-12-16,150.199997,150.919998,149.550003,149.669998,147.820236,8486100
2020-12-17,150.089996,153.889999,149.960007,153.619995,151.721420,9920300
2020-12-18,153.649994,155.100006,151.669998,154.509995,152.600403,17137200
2020-12-21,152.009995,153.410004,150.050003,153.020004,151.128845,7893400
2020-12-22,152.399994,153.899994,151.860001,152.720001,150.832550,4699500
2020-12-23,152.800003,153.600006,151.899994,151.940002,150.062195,4607300
2020-12-24,151.850006,153.039993,151.820007,152.470001,150.585632,2114900
2020-12-28,153.320007,153.869995,152.300003,153.190002,151.296738,3855500
2020-12-29,154.110001,154.929993,153.800003,154.139999,152.235001,5212000
2020-12-30,154.740005,156.380005,154.600006,156.050003,154.121399,5412800
2020-12-31,156.529999,157.660004,155.110001,157.380005,155.434952,5099900
2021-01-04,157.240005,157.380005,154.130005,156.500000,154.565826,11765900
2021-01-05,156.250000,158.759995,155.070007,158.339996,156.383087,9602300
2021-01-06,157.240005,160.229996,156.720001,159.830002,157.854675,8230100
2021-01-07,159.000000,161.029999,158.350006,160.369995,158.387985,7747200
2021-01-08,160.509995,161.100006,159.880005,160.039993,158.062073,8228900
2021-01-11,160.559998,161.320007,158.770004,159.369995,157.400360,7066200
2021-01-12,159.149994,159.660004,157.330002,158.130005,156.175674,6903200
2021-01-13,158.229996,158.460007,156.750000,157.889999,155.938644,6643100
2021-01-14,160.449997,161.949997,159.610001,160.649994,158.664536,10030800
2021-01-15,160.300003,161.410004,159.110001,160.300003,158.318878,7630800
2021-01-19,162.000000,163.039993,161.100006,162.779999,160.768219,9057600
2021-01-20,163.199997,164.139999,161.800003,162.380005,160.373169,6839900
2021-01-21,161.320007,162.479996,160.059998,161.729996,159.731186,6818000
2021-01-22,162.360001,165.160004,161.869995,163.550003,161.528702,8137000
2021-01-25,165.009995,166.089996,163.660004,165.979996,163.928665,9924400
2021-01-26,169.699997,173.649994,169.389999,170.479996,168.373047,14205700
2021-01-27,169.119995,170.919998,167.449997,167.880005,165.805191,14207300
2021-01-28,168.199997,170.860001,167.800003,169.160004,167.069382,8944400
2021-01-29,164.259995,166.000000,160.550003,163.130005,161.113892,22505900
2021-02-01,165.309998,165.309998,162.600006,162.710007,160.699081,9971400
2021-02-02,163.380005,163.660004,161.179993,161.250000,159.257126,11443300
2021-02-03,160.940002,161.520004,159.570007,160.500000,158.516388,8601900
2021-02-04,161.000000,162.089996,159.759995,161.990005,159.987976,7758100
2021-02-05,164.860001,165.440002,163.860001,164.449997,162.417572,9495300
2021-02-08,165.029999,165.919998,163.880005,164.919998,162.881760,6035300
2021-02-09,165.199997,166.589996,164.970001,166.270004,164.215088,5544200
2021-02-10,167.889999,167.940002,165.699997,166.809998,164.748398,5921300
2021-02-11,167.000000,167.380005,165.600006,166.059998,164.007675,4871300
2021-02-12,164.399994,166.850006,164.000000,166.580002,164.521255,4413100
2021-02-16,166.580002,167.050003,164.639999,165.070007,163.029907,5656100
2021-02-17,164.970001,166.089996,164.360001,165.660004,163.612625,6676700
2021-02-18,164.960007,166.160004,164.300003,165.740005,163.691635,5189100
2021-02-19,165.600006,165.960007,162.910004,162.979996,160.965744,8190900
2021-02-22,161.869995,162.539993,160.289993,161.869995,160.866364,6447100
2021-02-23,161.479996,163.190002,160.399994,160.440002,159.445236,7042800
2021-02-24,162.399994,164.389999,160.919998,162.589996,161.581894,10286100
2021-02-25,163.130005,163.699997,161.990005,162.759995,161.750839,9719700
2021-02-26,162.000000,162.410004,157.970001,158.460007,157.477509,14417500
2021-03-01,161.449997,161.529999,159.089996,159.320007,158.332184,10551400
2021-03-02,159.779999,160.779999,158.600006,159.020004,158.034042,7610900
2021-03-03,158.250000,158.899994,156.059998,156.220001,155.251404,8499600
2021-03-04,155.990005,156.100006,151.470001,153.070007,152.120941,11033200
2021-03-05,153.979996,156.690002,153.130005,156.100006,155.132141,8331600
2021-03-08,157.000000,159.330002,155.979996,157.399994,156.424072,6546700
2021-03-09,156.889999,160.750000,156.889999,157.699997,156.722214,7461300
2021-03-10,158.820007,159.899994,157.360001,159.149994,158.163223,6635600
2021-03-11,159.539993,160.630005,158.919998,159.139999,158.153290,6305600
2021-03-12,159.279999,160.309998,159.190002,159.600006,158.610443,5474800
2021-03-15,159.750000,160.660004,158.500000,160.419998,159.425354,5524100
2021-03-16,160.460007,161.679993,160.240005,161.369995,160.369461,6369100
2021-03-17,160.830002,161.729996,159.529999,160.770004,159.773193,6001400
2021-03-18,160.210007,161.490005,159.960007,160.470001,159.475052,4801800
2021-03-19,160.690002,161.500000,159.470001,160.039993,159.047699,14891500
2021-03-22,158.309998,160.649994,158.000000,160.500000,159.504852,7544100
2021-03-23,160.210007,161.199997,158.880005,160.350006,159.355789,7178300
2021-03-24,160.100006,162.479996,159.820007,161.910004,160.906128,6370100
2021-03-25,162.440002,162.449997,160.639999,161.970001,160.965744,6269800
2021-03-26,162.089996,165.100006,161.380005,164.929993,163.907379,7619200
2021-03-29,163.830002,167.029999,163.630005,166.039993,165.010498,8535100
2021-03-30,165.020004,165.660004,164.229996,165.009995,163.986893,7236300
2021-03-31,164.960007,165.389999,163.699997,164.350006,163.330994,8281500
2021-04-01,162.600006,163.839996,162.259995,162.830002,161.820419,7229700
2021-04-05,163.639999,164.750000,162.660004,163.429993,162.416687,7387100
2021-04-06,164.080002,164.520004,163.000000,163.389999,162.376938,5074200
2021-04-07,163.550003,164.279999,163.320007,163.610001,162.595581,4608000
2021-04-08,164.000000,164.110001,162.850006,162.970001,161.959549,5039400
2021-04-09,162.119995,162.929993,159.779999,161.250000,160.250214,8418300
2021-04-12,161.089996,162.080002,160.339996,161.639999,160.637787,5022800
2021-04-13,156.860001,159.929993,156.529999,159.479996,158.491180,18424100
2021-04-14,157.830002,160.110001,157.539993,159.919998,158.928452,7718300
2021-04-15,160.720001,162.389999,160.229996,160.389999,159.395538,7524600
2021-04-16,161.339996,162.509995,160.559998,162.240005,161.234070,9049400
2021-04-19,162.500000,163.110001,160.839996,162.690002,161.681290,8353500
2021-04-20,161.000000,167.789993,161.000000,166.479996,165.447784,14050700
2021-04-21,166.369995,166.910004,165.289993,166.589996,165.557098,6333200
2021-04-22,165.839996,166.279999,164.619995,165.179993,164.155838,7233000
2021-04-23,164.529999,166.059998,164.000000,165.520004,164.493744,6015300
2021-04-26,165.210007,165.410004,163.759995,164.119995,163.102417,6027800
2021-04-27,163.759995,163.910004,162.470001,163.179993,162.168228,6217700
2021-04-28,162.860001,163.199997,161.649994,161.979996,160.975677,7448000
2021-04-29,161.899994,164.259995,161.809998,164.199997,163.181915,6394300
2021-04-30,164.149994,164.330002,162.520004,162.729996,161.721024,9077200
2021-05-03,163.600006,165.320007,163.119995,165.210007,164.185669,6594100
2021-05-04,164.830002,167.850006,164.669998,167.770004,166.729782,10179500
2021-05-05,167.500000,167.500000,166.809998,167.070007,166.034134,5134600
2021-05-06,166.789993,167.889999,166.240005,167.740005,166.699982,5529900
2021-05-07,168.300003,169.179993,167.830002,168.500000,167.455261,5315800
2021-05-10,169.899994,171.529999,169.229996,170.270004,169.214294,8357500
2021-05-11,170.649994,170.869995,168.279999,168.880005,167.832901,8217900
2021-05-12,168.539993,169.800003,167.949997,168.199997,167.157120,6758300
2021-05-13,166.970001,170.699997,166.970001,169.960007,168.906204,8018600
2021-05-14,171.479996,171.610001,170.169998,170.220001,169.164597,5797700
2021-05-17,170.399994,171.889999,170.309998,170.389999,169.333542,5722600
2021-05-18,169.979996,171.369995,169.529999,170.449997,169.393158,5846000
2021-05-19,169.910004,170.160004,168.039993,170.080002,169.025467,5533800
2021-05-20,169.940002,171.589996,169.690002,171.070007,170.009323,4853200
2021-05-21,171.330002,172.740005,170.869995,170.960007,169.900009,6501400
2021-05-24,170.899994,171.350006,169.770004,170.550003,170.550003,5195100
2021-05-25,170.669998,171.029999,169.740005,170.080002,170.080002,7444700
2021-05-26,170.000000,170.080002,168.279999,169.070007,169.070007,5726400
2021-05-27,169.259995,170.169998,168.380005,168.809998,168.809998,8113800
2021-05-28,169.520004,170.570007,169.259995,170.345001,170.345001,980122
